team_a,team_b,result
Cabo Verde,Egypt,1
Cabo Verde,Egypt,0
Mozambique,Ghana,1
Mozambique,Ghana,0
Australia,Uzbekistan,1
Australia,Uzbekistan,0
Syria,India,1
Hong Kong,Palestine,0
Iran,United Arab Emirates,1
Gambia,Cameroon,0
Guinea,Senegal,0
Angola,Burkina Faso,1
Mauritania,Algeria,1
Iraq,Vietnam,1
Japan,Indonesia,1
Namibia,Mali,1
Namibia,Mali,0
South Africa,Tunisia,1
South Africa,Tunisia,0
Tanzania,DR Congo,1
Tanzania,DR Congo,0
Zambia,Morocco,0
Jordan,Bahrain,0
Korea Republic,Malaysia,1
Korea Republic,Malaysia,0
Kyrgyzstan,Oman,1
Kyrgyzstan,Oman,0
Saudi Arabia,Thailand,1
Saudi Arabia,Thailand,0
Angola,Namibia,1
Nigeria,Cameroon,1
Australia,Indonesia,1
Tajikistan,United Arab Emirates,1
Tajikistan,United Arab Emirates,0
Egypt,DR Congo,1
Egypt,DR Congo,0
Equatorial Guinea,Guinea,0
Iraq,Jordan,0
Qatar,Palestine,1
Cabo Verde,Mauritania,1
Côte d'Ivoire,Senegal,1
Côte d'Ivoire,Senegal,0
Saudi Arabia,Korea Republic,1
Saudi Arabia,Korea Republic,0
Uzbekistan,Thailand,1
Mali,Burkina Faso,1
Morocco,South Africa,0
Bahrain,Japan,0
Iran,Syria,1
Iran,Syria,0
Australia,Korea Republic,0
Tajikistan,Jordan,0
DR Congo,Guinea,1
Nigeria,Angola,1
Iran,Japan,1
Qatar,Uzbekistan,1
Qatar,Uzbekistan,0
Cabo Verde,South Africa,1
Cabo Verde,South Africa,0
Côte d'Ivoire,Mali,1
Costa Rica,El Salvador,1
Jordan,Korea Republic,1
Qatar,Iran,1
Côte d'Ivoire,DR Congo,1
Nigeria,South Africa,1
Nigeria,South Africa,0
Qatar,Jordan,1
South Africa,DR Congo,1
South Africa,DR Congo,0
Côte d'Ivoire,Nigeria,1
Trinidad and Tobago,Jamaica,0
Trinidad and Tobago,Jamaica,1
Trinidad and Tobago,Jamaica,0
Kazakhstan,Turkmenistan,1
Solomon Islands,Fiji,1
Bonaire,El Salvador,1
Bonaire,El Salvador,0
San Marino,Saint Kitts and Nevis,0
Djibouti,Liberia,0
Somalia,Eswatini,0
Tonga,Samoa,0
South Africa,Andorra,1
South Africa,Andorra,0
Cabo Verde,Guyana,1
Guinea,Vanuatu,1
Panama,Mexico,0
United States,Jamaica,1
Gibraltar,Lithuania,0
Poland,Estonia,1
Wales,Finland,1
Israel,Iceland,0
Bosnia and Herzegovina,Ukraine,0
Georgia,Luxembourg,1
Greece,Kazakhstan,1
Qatar,Kuwait,1
Afghanistan,India,1
Afghanistan,India,0
Myanmar,Syria,1
Myanmar,Syria,0
Japan,North Korea,1
Korea Republic,Thailand,1
Korea Republic,Thailand,0
Singapore,China,1
Singapore,China,0
Taiwan,Kyrgyzstan,0
Oman,Malaysia,1
Iran,Turkmenistan,1
Hong Kong,Uzbekistan,0
Indonesia,Vietnam,1
Iraq,Philippines,1
Pakistan,Jordan,0
Saudi Arabia,Tajikistan,1
Bahrain,Nepal,1
United Arab Emirates,Yemen,1
Australia,Lebanon,1
Palestine,Bangladesh,1
Belize,Puerto Rico,1
Belize,Puerto Rico,0
Cyprus,Latvia,1
Cyprus,Latvia,0
Ecuador,Guatemala,1
Ethiopia,Lesotho,0
Malta,Slovenia,1
Malta,Slovenia,0
Montenegro,Belarus,1
Portugal,Sweden,1
Solomon Islands,Fiji,0
Venezuela,Italy,0
Algeria,Bolivia,1
Azerbaijan,Mongolia,1
Bulgaria,Tanzania,1
Egypt,New Zealand,1
Equatorial Guinea,Cambodia,1
Brunei,Bermuda,0
Central African Republic,Bhutan,1
Sri Lanka,Papua New Guinea,1
Sri Lanka,Papua New Guinea,0
Anguilla,Turks and Caicos Islands,1
Anguilla,Turks and Caicos Islands,0
United States Virgin Islands,British Virgin Islands,1
United States Virgin Islands,British Virgin Islands,0
Albania,Chile,0
Argentina,El Salvador,1
Armenia,Kosovo,0
Burkina Faso,Libya,0
Comoros,Uganda,1
Hungary,Turkey,1
Liechtenstein,Faroe Islands,0
Mauritania,Mali,0
Morocco,Angola,1
Netherlands,Scotland,1
Niger,Togo,0
Nigeria,Ghana,1
North Macedonia,Moldova,1
North Macedonia,Moldova,0
Norway,Czechia,0
Peru,Nicaragua,1
Romania,Northern Ireland,1
Romania,Northern Ireland,0
Senegal,Gabon,1
Spain,Colombia,0
Chad,Mauritius,1
São Tomé and Príncipe,South Sudan,1
São Tomé and Príncipe,South Sudan,0
Tunisia,Croatia,1
Tunisia,Croatia,0
Canada,Trinidad and Tobago,1
Costa Rica,Honduras,1
Denmark,Switzerland,1
Denmark,Switzerland,0
Dominican Republic,Aruba,1
England,Brazil,0
France,Germany,0
Côte d'Ivoire,Benin,1
Côte d'Ivoire,Benin,0
Republic of Ireland,Belgium,1
Republic of Ireland,Belgium,0
Slovakia,Austria,0
Samoa,Cook Islands,1
Jamaica,Panama,1
United States,Mexico,1
Belize,Puerto Rico,1
Ecuador,Italy,0
Ethiopia,Lesotho,1
Guatemala,Venezuela,1
Guatemala,Venezuela,0
San Marino,Saint Kitts and Nevis,1
San Marino,Saint Kitts and Nevis,0
Suriname,Martinique,1
Suriname,Martinique,0
Bolivia,Andorra,1
Azerbaijan,Bulgaria,1
Azerbaijan,Bulgaria,0
Tanzania,Mongolia,1
Cabo Verde,Equatorial Guinea,1
Bermuda,Guinea,0
Central African Republic,Papua New Guinea,1
Sri Lanka,Bhutan,1
Comoros,Angola,1
Comoros,Angola,0
Cyprus,Serbia,0
Gabon,Congo,1
Gabon,Congo,0
Montenegro,North Macedonia,1
Sweden,Albania,1
Algeria,South Africa,1
Algeria,South Africa,0
Egypt,Croatia,0
New Zealand,Tunisia,1
New Zealand,Tunisia,0
Cambodia,Guyana,0
Brunei,Vanuatu,1
Lithuania,Gibraltar,1
Wales,Poland,1
Wales,Poland,0
Ukraine,Iceland,1
Georgia,Greece,1
Georgia,Greece,0
India,Afghanistan,0
Kuwait,Qatar,0
Syria,Myanmar,1
Thailand,Korea Republic,0
China,Singapore,1
Kyrgyzstan,Taiwan,1
Malaysia,Oman,0
Uzbekistan,Hong Kong,1
Turkmenistan,Iran,0
Philippines,Iraq,0
Vietnam,Indonesia,0
Tajikistan,Saudi Arabia,1
Tajikistan,Saudi Arabia,0
Jordan,Pakistan,1
Bahrain,Nepal,1
Yemen,United Arab Emirates,0
Bangladesh,Palestine,0
Australia,Lebanon,1
British Virgin Islands,United States Virgin Islands,1
British Virgin Islands,United States Virgin Islands,0
Turks and Caicos Islands,Anguilla,1
Turks and Caicos Islands,Anguilla,0
Argentina,Costa Rica,1
Austria,Turkey,1
Colombia,Romania,1
Czechia,Armenia,1
Denmark,Faroe Islands,1
El Salvador,Honduras,1
El Salvador,Honduras,0
England,Belgium,1
England,Belgium,0
France,Chile,1
Germany,Netherlands,1
Hungary,Kosovo,1
Côte d'Ivoire,Uruguay,1
Latvia,Liechtenstein,1
Latvia,Liechtenstein,0
Malta,Belarus,1
Malta,Belarus,0
Morocco,Mauritania,1
Morocco,Mauritania,0
Nicaragua,Cuba,0
Norway,Slovakia,1
Norway,Slovakia,0
Peru,Dominican Republic,1
Republic of Ireland,Switzerland,0
Scotland,Northern Ireland,0
Senegal,Benin,1
Slovenia,Portugal,1
Spain,Brazil,1
Spain,Brazil,0
Finland,Estonia,1
Liberia,Djibouti,1
Liberia,Djibouti,0
Eswatini,Somalia,1
Eswatini,Somalia,0
Mauritius,Chad,0
South Sudan,São Tomé and Príncipe,1
South Sudan,São Tomé and Príncipe,0
Tonga,Cook Islands,0
Northern Mariana Islands,Guam,1
Northern Mariana Islands,Guam,0
Northern Mariana Islands,Guam,1
Trinidad and Tobago,Guyana,1
Trinidad and Tobago,Guyana,1
Grenada,Saint Vincent and the Grenadines,0
Guatemala,Nicaragua,1
Guatemala,Nicaragua,0
Galicia,Panama,0
Basque Country,Uruguay,1
Basque Country,Uruguay,0
Bolivia,Mexico,0
Costa Rica,Uruguay,1
Costa Rica,Uruguay,0
Greenland,Turkmenistan,0
Indonesia,Tanzania,1
Indonesia,Tanzania,0
Albania,Liechtenstein,1
Croatia,North Macedonia,1
England,Bosnia and Herzegovina,1
Germany,Ukraine,1
Germany,Ukraine,0
Gibraltar,Scotland,0
Austria,Serbia,1
Italy,Turkey,1
Italy,Turkey,0
Portugal,Finland,1
Republic of Ireland,Hungary,1
Romania,Bulgaria,1
Romania,Bulgaria,0
Slovenia,Armenia,1
Switzerland,Estonia,1
Belgium,Montenegro,1
Denmark,Sweden,1
France,Luxembourg,1
Mexico,Uruguay,0
Norway,Kosovo,1
San Marino,Slovakia,0
Spain,Andorra,1
Sierra Leone,Djibouti,1
Togo,South Sudan,1
Togo,South Sudan,0
Namibia,Liberia,1
Namibia,Liberia,0
Tunisia,Equatorial Guinea,1
Central African Republic,Chad,1
Antigua and Barbuda,Bermuda,1
Antigua and Barbuda,Bermuda,0
Trinidad and Tobago,Grenada,1
Trinidad and Tobago,Grenada,0
Curaçao,Barbados,1
Nicaragua,Montserrat,1
Guatemala,Dominica,1
Suriname,Saint Vincent and the Grenadines,1
Gibraltar,Wales,1
Gibraltar,Wales,0
Netherlands,Canada,1
Guinea-Bissau,Ethiopia,1
Guinea-Bissau,Ethiopia,0
Egypt,Burkina Faso,1
Mauritania,Sudan,0
Senegal,DR Congo,1
Senegal,DR Congo,0
Benin,Rwanda,1
Libya,Mauritius,1
Algeria,Guinea,0
Malawi,São Tomé and Príncipe,1
Mali,Ghana,0
Afghanistan,Qatar,1
Afghanistan,Qatar,0
India,Kuwait,1
India,Kuwait,0
Myanmar,Japan,0
North Korea,Syria,1
China,Thailand,1
China,Thailand,0
Singapore,Korea Republic,0
Taiwan,Oman,0
Kyrgyzstan,Malaysia,1
Kyrgyzstan,Malaysia,0
Uzbekistan,Turkmenistan,1
Hong Kong,Iran,0
Indonesia,Iraq,0
Vietnam,Philippines,1
Jordan,Tajikistan,1
Pakistan,Saudi Arabia,0
Nepal,United Arab Emirates,0
Bahrain,Yemen,1
Bahrain,Yemen,0
Bangladesh,Australia,0
Palestine,Lebanon,1
Palestine,Lebanon,0
Honduras,Cuba,1
Costa Rica,Saint Kitts and Nevis,1
Haiti,Saint Lucia,1
Panama,Guyana,1
Jamaica,Dominican Republic,1
El Salvador,Puerto Rico,1
El Salvador,Puerto Rico,0
Albania,Azerbaijan,1
Armenia,Kazakhstan,1
Belarus,Russia,0
Cambodia,Mongolia,1
Czechia,Malta,1
England,Iceland,0
Germany,Greece,1
Peru,Paraguay,1
Peru,Paraguay,0
Poland,Ukraine,1
Romania,Liechtenstein,1
Romania,Liechtenstein,0
Scotland,Finland,1
Scotland,Finland,0
Zimbabwe,Lesotho,0
Nigeria,South Africa,1
Nigeria,South Africa,0
Angola,Eswatini,1
Morocco,Zambia,1
Kenya,Burundi,1
Kenya,Burundi,0
Côte d'Ivoire,Gabon,1
Mozambique,Somalia,1
Uganda,Botswana,1
Madagascar,Comoros,1
Brunei,Sri Lanka,1
Latvia,Lithuania,0
Estonia,Faroe Islands,1
Belgium,Luxembourg,1
Denmark,Norway,1
Hungary,Israel,1
Mexico,Brazil,0
Moldova,Cyprus,1
Portugal,Croatia,0
Slovenia,Bulgaria,1
Slovenia,Bulgaria,0
Spain,Northern Ireland,1
Sweden,Serbia,0
Switzerland,Austria,1
Switzerland,Austria,0
United States,Colombia,0
Cameroon,Cabo Verde,1
Gambia,Seychelles,1
Cayman Islands,Antigua and Barbuda,1
Bahamas,Trinidad and Tobago,0
Aruba,Curaçao,0
Belize,Nicaragua,0
British Virgin Islands,Guatemala,0
Anguilla,Suriname,0
Argentina,Ecuador,1
France,Canada,1
France,Canada,0
Italy,Bosnia and Herzegovina,1
Montenegro,Georgia,0
Slovakia,Wales,1
Djibouti,Ethiopia,1
Djibouti,Ethiopia,0
Mauritania,Senegal,0
DR Congo,Togo,1
São Tomé and Príncipe,Liberia,0
Namibia,Tunisia,1
Namibia,Tunisia,0
Bermuda,Honduras,0
Grenada,Costa Rica,0
Barbados,Haiti,0
Montserrat,Panama,0
Dominica,Jamaica,0
Saint Vincent and the Grenadines,El Salvador,0
Czechia,North Macedonia,1
Netherlands,Iceland,1
Poland,Turkey,1
Guinea-Bissau,Egypt,1
Guinea-Bissau,Egypt,0
Burkina Faso,Sierra Leone,1
Burkina Faso,Sierra Leone,0
Benin,Nigeria,1
Somalia,Botswana,0
Uganda,Algeria,0
Guinea,Mozambique,0
Equatorial Guinea,Malawi,1
Ghana,Central African Republic,1
Latvia,Faroe Islands,1
Lithuania,Estonia,1
Lithuania,Estonia,0
Brunei,Sri Lanka,1
Andorra,Northern Ireland,0
Azerbaijan,Kazakhstan,1
Chile,Paraguay,1
Greece,Malta,1
Israel,Belarus,1
Moldova,Ukraine,0
Mongolia,Cambodia,1
Portugal,Republic of Ireland,1
San Marino,Cyprus,0
South Sudan,Sudan,0
Lesotho,Rwanda,0
South Africa,Zimbabwe,1
Cabo Verde,Libya,1
Mauritius,Eswatini,1
Angola,Cameroon,1
Angola,Cameroon,0
Zambia,Tanzania,0
Morocco,Congo,1
Kenya,Côte d'Ivoire,1
Kenya,Côte d'Ivoire,0
Gabon,Gambia,1
Seychelles,Burundi,0
Madagascar,Mali,1
Madagascar,Mali,0
Chad,Comoros,0
Kuwait,Afghanistan,1
Qatar,India,1
Japan,Syria,1
North Korea,Myanmar,1
Thailand,Singapore,1
Korea Republic,China,1
Oman,Kyrgyzstan,1
Oman,Kyrgyzstan,0
Malaysia,Taiwan,1
Turkmenistan,Hong Kong,1
Turkmenistan,Hong Kong,0
Iran,Uzbekistan,1
Iran,Uzbekistan,0
Indonesia,Philippines,1
Iraq,Vietnam,1
Tajikistan,Pakistan,1
Saudi Arabia,Jordan,0
United Arab Emirates,Bahrain,1
United Arab Emirates,Bahrain,0
Yemen,Nepal,1
Yemen,Nepal,0
Lebanon,Bangladesh,1
Australia,Palestine,1
Cuba,Cayman Islands,1
Saint Kitts and Nevis,Bahamas,1
Saint Lucia,Aruba,1
Saint Lucia,Aruba,0
Guyana,Belize,1
Dominican Republic,British Virgin Islands,1
Puerto Rico,Anguilla,1
Ecuador,Bolivia,1
United States,Brazil,1
United States,Brazil,0
Germany,Scotland,1
Argentina,Guatemala,1
El Salvador,Peru,0
Hungary,Switzerland,0
Spain,Croatia,1
Italy,Albania,1
Colombia,Bolivia,1
Vanuatu,Solomon Islands,1
Ecuador,Honduras,1
Slovenia,Denmark,1
Slovenia,Denmark,0
Serbia,England,0
Poland,Netherlands,0
Panama,Paraguay,0
Tahiti,Samoa,1
Fiji,Papua New Guinea,1
Austria,France,0
Romania,Ukraine,1
Belgium,Slovakia,0
Turkey,Georgia,1
Portugal,Czechia,1
New Zealand,Solomon Islands,1
Germany,Hungary,1
Scotland,Switzerland,1
Scotland,Switzerland,0
Croatia,Albania,1
Croatia,Albania,0
Papua New Guinea,Tahiti,1
Papua New Guinea,Tahiti,0
Fiji,Samoa,1
Spain,Italy,1
Slovenia,Serbia,1
Slovenia,Serbia,0
Denmark,England,1
Denmark,England,0
Argentina,Canada,1
Poland,Austria,0
Netherlands,France,1
Netherlands,France,0
Slovakia,Ukraine,0
Vanuatu,New Zealand,0
Peru,Chile,1
Peru,Chile,0
Belgium,Romania,1
Georgia,Czechia,1
Georgia,Czechia,0
Turkey,Portugal,0
Samoa,Papua New Guinea,0
Fiji,Tahiti,1
Ecuador,Venezuela,0
Mexico,Jamaica,1
Germany,Switzerland,1
Germany,Switzerland,0
Scotland,Hungary,0
United States,Bolivia,1
Uruguay,Panama,1
Albania,Spain,0
Croatia,Italy,1
Croatia,Italy,0
Colombia,Paraguay,1
Brazil,Costa Rica,1
Brazil,Costa Rica,0
England,Slovenia,1
England,Slovenia,0
Denmark,Serbia,1
Denmark,Serbia,0
Netherlands,Austria,0
France,Poland,1
France,Poland,0
Peru,Canada,0
Chile,Argentina,0
Slovakia,Romania,1
Slovakia,Romania,0
Ukraine,Belgium,1
Ukraine,Belgium,0
Georgia,Portugal,1
Czechia,Turkey,0
Ecuador,Jamaica,1
Venezuela,Mexico,1
Vanuatu,Fiji,1
New Zealand,Tahiti,1
United States,Panama,0
Uruguay,Bolivia,1
Colombia,Costa Rica,1
Paraguay,Brazil,0
Switzerland,Italy,1
Germany,Denmark,1
Argentina,Peru,1
Canada,Chile,1
Canada,Chile,0
England,Slovakia,1
Spain,Georgia,1
Tahiti,Fiji,1
Vanuatu,New Zealand,0
Mexico,Ecuador,1
Mexico,Ecuador,0
Jamaica,Venezuela,0
France,Belgium,1
Portugal,Slovenia,1
Portugal,Slovenia,0
United States,Uruguay,0
Bolivia,Panama,0
Romania,Netherlands,0
Austria,Turkey,0
Brazil,Colombia,1
Brazil,Colombia,0
Costa Rica,Paraguay,1
Argentina,Ecuador,1
Argentina,Ecuador,0
Germany,Spain,0
Portugal,France,1
Portugal,France,0
Venezuela,Canada,1
Venezuela,Canada,0
England,Switzerland,1
England,Switzerland,0
Netherlands,Turkey,1
Uruguay,Brazil,1
Uruguay,Brazil,0
Colombia,Panama,1
Spain,France,1
Argentina,Canada,1
Netherlands,England,0
Uruguay,Colombia,0
Canada,Uruguay,1
Canada,Uruguay,0
Spain,England,1
Argentina,Colombia,1
Guatemala,El Salvador,0
Jordan,North Korea,1
Jordan,North Korea,0
Jordan,North Korea,1
Guatemala,Uruguay,1
Guatemala,Uruguay,0
Fiji,Solomon Islands,1
Fiji,Hong Kong,1
Fiji,Hong Kong,0
India,Mauritius,1
India,Mauritius,0
Gibraltar,Andorra,1
Lebanon,Tajikistan,1
Malaysia,Philippines,1
Comoros,Gambia,1
Comoros,Gambia,0
Libya,Rwanda,1
Libya,Rwanda,0
Sudan,Niger,1
Tanzania,Ethiopia,1
Tanzania,Ethiopia,0
United States Virgin Islands,Bahamas,1
United States Virgin Islands,Bahamas,0
Turks and Caicos Islands,Anguilla,0
Cayman Islands,British Virgin Islands,1
Hong Kong,Solomon Islands,1
Bhutan,Bangladesh,0
Vietnam,Russia,0
Sri Lanka,Cambodia,1
Sri Lanka,Cambodia,0
Timor-Leste,Mongolia,1
Tunisia,Madagascar,1
Central African Republic,Lesotho,1
Algeria,Equatorial Guinea,1
Ghana,Angola,0
Guinea-Bissau,Eswatini,1
Congo,South Sudan,1
Malawi,Burundi,0
Guyana,Suriname,0
Costa Rica,Guadeloupe,1
Guatemala,Martinique,1
Montserrat,El Salvador,0
Bonaire,Saint Vincent and the Grenadines,1
Bonaire,Saint Vincent and the Grenadines,0
Portugal,Croatia,1
Scotland,Poland,0
Denmark,Switzerland,1
Serbia,Spain,1
Serbia,Spain,0
Azerbaijan,Sweden,0
Estonia,Slovakia,0
Northern Ireland,Luxembourg,1
Belarus,Bulgaria,1
Belarus,Bulgaria,0
San Marino,Liechtenstein,1
Bolivia,Venezuela,1
Argentina,Chile,1
Qatar,United Arab Emirates,0
Uzbekistan,North Korea,1
Iran,Kyrgyzstan,1
Iraq,Oman,1
Korea Republic,Palestine,1
Korea Republic,Palestine,0
Jordan,Kuwait,1
Jordan,Kuwait,0
Japan,China,1
Australia,Bahrain,0
Saudi Arabia,Indonesia,1
Saudi Arabia,Indonesia,0
Syria,Mauritius,1
Brunei,Macau,1
Morocco,Gabon,1
Egypt,Cabo Verde,1
Togo,Liberia,1
Togo,Liberia,0
Sierra Leone,Chad,1
Sierra Leone,Chad,0
Côte d'Ivoire,Zambia,1
DR Congo,Guinea,1
Mali,Mozambique,1
Mali,Mozambique,0
Kenya,Zimbabwe,1
Kenya,Zimbabwe,0
South Africa,Uganda,1
South Africa,Uganda,0
Senegal,Burkina Faso,1
Senegal,Burkina Faso,0
French Guiana,Nicaragua,0
Jamaica,Cuba,1
Jamaica,Cuba,0
Honduras,Trinidad and Tobago,1
Saint Lucia,Curaçao,1
Grenada,Saint Martin,1
Sint Maarten,Aruba,1
Puerto Rico,Haiti,0
Belgium,Israel,1
France,Italy,0
Kazakhstan,Norway,1
Kazakhstan,Norway,0
Slovenia,Austria,1
Slovenia,Austria,0
Iceland,Montenegro,1
Wales,Turkey,1
Wales,Turkey,0
Kosovo,Romania,0
Lithuania,Cyprus,0
Cook Islands,Tonga,0
Samoa,American Samoa,1
Peru,Colombia,1
Peru,Colombia,0
Uruguay,Paraguay,1
Uruguay,Paraguay,0
Brazil,Ecuador,1
Mexico,New Zealand,1
United States,Canada,0
Mauritania,Botswana,1
Nigeria,Benin,1
Cameroon,Namibia,1
Bermuda,Dominican Republic,0
Antigua and Barbuda,Dominica,0
Bahamas,Barbados,0
Turks and Caicos Islands,Belize,0
Cayman Islands,Saint Kitts and Nevis,0
Germany,Hungary,1
Netherlands,Bosnia and Herzegovina,1
Georgia,Czechia,1
Ukraine,Albania,0
Republic of Ireland,England,0
Greece,Finland,1
Faroe Islands,North Macedonia,1
Faroe Islands,North Macedonia,0
Armenia,Latvia,1
Moldova,Malta,1
Bhutan,Bangladesh,1
Tajikistan,Philippines,1
Tajikistan,Philippines,0
Malaysia,Lebanon,1
Gambia,Tunisia,0
Saint Vincent and the Grenadines,Montserrat,1
Bonaire,El Salvador,0
Portugal,Scotland,1
Croatia,Poland,1
Denmark,Serbia,1
Switzerland,Spain,0
Slovakia,Azerbaijan,1
Sweden,Estonia,1
Luxembourg,Belarus,0
Bulgaria,Northern Ireland,1
Gibraltar,Liechtenstein,1
Gibraltar,Liechtenstein,0
India,Syria,0
Madagascar,Comoros,1
Madagascar,Comoros,0
Morocco,Lesotho,1
Equatorial Guinea,Togo,1
Equatorial Guinea,Togo,0
Niger,Ghana,1
Niger,Ghana,0
Angola,Sudan,1
Ethiopia,DR Congo,0
Uganda,Congo,1
Burundi,Senegal,0
Guadeloupe,Suriname,1
Martinique,Guyana,1
Martinique,Guyana,0
Guatemala,Costa Rica,1
Guatemala,Costa Rica,0
Curaçao,Saint Martin,1
Grenada,Saint Lucia,0
Haiti,Sint Maarten,1
Puerto Rico,Aruba,1
France,Belgium,1
Israel,Italy,0
Norway,Austria,1
Slovenia,Kazakhstan,1
Montenegro,Wales,0
Turkey,Iceland,1
Cyprus,Kosovo,0
Romania,Lithuania,1
Samoa,Tonga,1
Mexico,Canada,1
Mexico,Canada,0
Moldova,San Marino,1
United States,New Zealand,1
United States,New Zealand,0
Vietnam,Thailand,0
Cambodia,Sri Lanka,1
Cambodia,Sri Lanka,0
Macau,Brunei,0
Mongolia,Timor-Leste,1
Gabon,Central African Republic,1
Botswana,Egypt,0
Cabo Verde,Mauritania,1
Rwanda,Nigeria,1
Rwanda,Nigeria,0
Benin,Libya,1
Liberia,Algeria,0
Zambia,Sierra Leone,1
Chad,Côte d'Ivoire,0
Guinea,Tanzania,0
Mozambique,Guinea-Bissau,1
Eswatini,Mali,0
Namibia,Kenya,0
South Sudan,South Africa,0
Burkina Faso,Malawi,1
Cuba,Nicaragua,1
Cuba,Nicaragua,0
Trinidad and Tobago,French Guiana,1
Trinidad and Tobago,French Guiana,0
Honduras,Jamaica,0
Dominican Republic,Dominica,1
Antigua and Barbuda,Bermuda,0
United States Virgin Islands,Barbados,0
Belize,Anguilla,1
Saint Kitts and Nevis,British Virgin Islands,1
Hungary,Bosnia and Herzegovina,1
Hungary,Bosnia and Herzegovina,0
Netherlands,Germany,1
Netherlands,Germany,0
Albania,Georgia,0
Czechia,Ukraine,1
England,Finland,1
Republic of Ireland,Greece,0
Latvia,Faroe Islands,1
North Macedonia,Armenia,1
Andorra,Malta,0
Colombia,Argentina,1
Ecuador,Peru,1
Chile,Bolivia,0
Venezuela,Uruguay,1
Venezuela,Uruguay,0
Paraguay,Brazil,1
North Korea,Qatar,1
North Korea,Qatar,0
Kyrgyzstan,Uzbekistan,0
United Arab Emirates,Iran,0
Oman,Korea Republic,0
Kuwait,Iraq,1
Kuwait,Iraq,0
Palestine,Jordan,0
Bahrain,Japan,0
Indonesia,Australia,1
Indonesia,Australia,0
China,Saudi Arabia,0
Zimbabwe,Cameroon,1
Zimbabwe,Cameroon,0
Brunei,Timor-Leste,0
Barbados,United States Virgin Islands,1
Belize,Anguilla,1
Saint Kitts and Nevis,British Virgin Islands,1
Liechtenstein,Hong Kong,1
Myanmar,Sri Lanka,1
Cabo Verde,Botswana,0
Algeria,Togo,1
Ghana,Sudan,1
Ghana,Sudan,0
DR Congo,Tanzania,1
Namibia,Zimbabwe,0
Burkina Faso,Burundi,1
Cuba,Trinidad and Tobago,1
Cuba,Trinidad and Tobago,0
French Guiana,Honduras,0
Nicaragua,Jamaica,0
Bonaire,Montserrat,0
Saint Vincent and the Grenadines,El Salvador,0
Israel,France,0
Italy,Belgium,1
Italy,Belgium,0
England,Greece,0
Finland,Republic of Ireland,0
Austria,Kazakhstan,1
Norway,Slovenia,1
Latvia,North Macedonia,0
Faroe Islands,Armenia,1
Faroe Islands,Armenia,0
Gibraltar,San Marino,1
Moldova,Andorra,1
Bolivia,Colombia,1
Ecuador,Paraguay,1
Ecuador,Paraguay,0
Venezuela,Argentina,1
Venezuela,Argentina,0
Chile,Brazil,0
Papua New Guinea,New Caledonia,0
Fiji,Solomon Islands,1
Qatar,Kyrgyzstan,1
Uzbekistan,Iran,1
Uzbekistan,Iran,0
United Arab Emirates,North Korea,1
United Arab Emirates,North Korea,0
Jordan,Korea Republic,0
Oman,Kuwait,1
Iraq,Palestine,1
Bahrain,Indonesia,1
Bahrain,Indonesia,0
Australia,China,1
Saudi Arabia,Japan,0
Cambodia,Taiwan,1
Madagascar,Gambia,1
Madagascar,Gambia,0
Tunisia,Comoros,0
Gabon,Lesotho,1
Gabon,Lesotho,0
Egypt,Mauritania,1
Benin,Rwanda,1
Nigeria,Libya,1
Equatorial Guinea,Liberia,1
Angola,Niger,1
Zambia,Chad,1
Zambia,Chad,0
Côte d'Ivoire,Sierra Leone,1
Mozambique,Eswatini,1
Mozambique,Eswatini,0
Mali,Guinea-Bissau,1
Cameroon,Kenya,1
Uganda,South Sudan,1
South Africa,Congo,1
Senegal,Malawi,1
Guadeloupe,Martinique,0
Suriname,Costa Rica,1
Suriname,Costa Rica,0
Guyana,Guatemala,0
Grenada,Curaçao,1
Grenada,Curaçao,0
Saint Lucia,Saint Martin,1
Sint Maarten,Puerto Rico,1
Aruba,Haiti,0
Bosnia and Herzegovina,Germany,0
Hungary,Netherlands,1
Hungary,Netherlands,0
Czechia,Albania,1
Ukraine,Georgia,1
Iceland,Wales,1
Iceland,Wales,0
Turkey,Montenegro,1
Estonia,Azerbaijan,1
Slovakia,Sweden,1
Slovakia,Sweden,0
Peru,Uruguay,1
New Zealand,Tahiti,1
Syria,Tajikistan,1
Thailand,Philippines,1
United States,Panama,1
Vietnam,India,1
Vietnam,India,0
Morocco,Central African Republic,1
Guinea,Ethiopia,1
Antigua and Barbuda,Dominican Republic,0
Bermuda,Dominica,1
Bahamas,United States Virgin Islands,1
Turks and Caicos Islands,Anguilla,1
Cayman Islands,British Virgin Islands,1
Croatia,Scotland,1
Poland,Portugal,0
Serbia,Switzerland,1
Spain,Denmark,1
Lithuania,Kosovo,0
Cyprus,Romania,0
Bulgaria,Luxembourg,1
Bulgaria,Luxembourg,0
Belarus,Northern Ireland,1
Belarus,Northern Ireland,0
Vanuatu,Samoa,1
Andorra,San Marino,1
Myanmar,Sri Lanka,1
Myanmar,Sri Lanka,0
Burundi,Burkina Faso,0
Montserrat,Bonaire,0
Saint Vincent and the Grenadines,El Salvador,1
Finland,England,0
Greece,Republic of Ireland,1
Kazakhstan,Slovenia,0
Austria,Norway,1
Faroe Islands,Latvia,1
Faroe Islands,Latvia,0
Armenia,North Macedonia,0
Liechtenstein,Gibraltar,1
Liechtenstein,Gibraltar,0
